VNOS,REGIJA,OBDOBJE,STEV_UCENCEV,VZROK,TRAJANJE
2020-11-02,Osrednja Slovenija,VRTEC,malo,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-11-02,Zahodna Slovenija,OSTALO,veliko,Sum na okužbo s Covid-19 pri učitelju,kratko trajanje
2020-11-02,Osrednja Slovenija,VRTEC,srednje,Okužba pri delavcu,kratko trajanje
2020-11-02,Osrednja Slovenija,VRTEC,srednje,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-11-02,Osrednja Slovenija,VRTEC,srednje,Sum na okužbo pri delavcu,srednje trajanje
2020-11-02,Osrednja Slovenija,VRTEC,srednje,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-11-02,Vzhodna Slovenija,VRTEC,veliko,Okužba pri delavcu,srednje trajanje
2020-11-02,Vzhodna Slovenija,OSNOVNA ŠOLA,srednje,Okužba s Covid-19 pri učitelju,srednje trajanje
2020-11-02,Vzhodna Slovenija,VRTEC,malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-11-02,Severna Slovenija,VRTEC,srednje,Okužba pri delavcu,srednje trajanje
2020-11-04,Zahodna Slovenija,OSTALO,zelo malo,Sum na okužbo pri delavcu,srednje trajanje
2020-11-04,Severna Slovenija,VRTEC,malo,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-11-04,Zahodna Slovenija,OSNOVNA ŠOLA,zelo malo,Sum na okužbo pri delavcu,srednje trajanje
2020-11-05,Zahodna Slovenija,OSNOVNA ŠOLA,veliko,Okužba pri otroku / učencu / dijaku,kratko trajanje
2020-11-05,Zahodna Slovenija,VRTEC,zelo malo,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-11-05,Vzhodna Slovenija,OSTALO,veliko,Okužba s Covid-19 pri učitelju,srednje trajanje
2020-11-05,Zahodna Slovenija,VRTEC,srednje,Sum na okužbo pri delavcu,srednje trajanje
2020-11-06,Severna Slovenija,VRTEC,zelo malo,Okužba pri otroku / učencu / dijaku,srednje trajanje
2020-11-06,Severna Slovenija,VRTEC,zelo malo,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-11-06,Zahodna Slovenija,VRTEC,zelo malo,Okužba s Covid-19 pri učitelju,srednje trajanje
2020-11-08,Osrednja Slovenija,VRTEC,zelo malo,Okužba s Covid-19 pri vzgojitelju,srednje trajanje
2020-11-08,Osrednja Slovenija,VRTEC,zelo malo,Okužba pri delavcu,kratko trajanje
