Sequence,Support,Relative Frequency
{kratko},12,1.0
{malo},9,0.75
{SREDNJA ŠOLA},9,0.75
{VRTEC},10,0.8333333333333334
{veliko},10,0.8333333333333334
{srednje},12,1.0
{Okužba s Covid-19 pri dijaku ali več dijakih oddelka},9,0.75
{Okužba s Covid-19 pri učencu ali več učencih oddelka},12,1.0
{Okužba s Covid-19 pri učitelju},10,0.8333333333333334
{OSNOVNA ŠOLA},12,1.0
"{Okužba s Covid-19 pri učitelju}, {VRTEC}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}",11,0.9166666666666666
"{malo}, {srednje}",9,0.75
"{Okužba s Covid-19 pri učitelju}, {srednje}",10,0.8333333333333334
"{srednje}, {veliko}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {veliko}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učitelju}",10,0.8333333333333334
"{malo}, {veliko}",9,0.75
"{Okužba s Covid-19 pri učitelju}, {veliko}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri dijaku ali več dijakih oddelka}",9,0.75
"{OSNOVNA ŠOLA}, {SREDNJA ŠOLA}",9,0.75
"{VRTEC}, {srednje}",9,0.75
"{OSNOVNA ŠOLA}, {VRTEC}",10,0.8333333333333334
"{kratko}, {srednje}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {srednje}",12,1.0
"{OSNOVNA ŠOLA}, {kratko}",11,0.9166666666666666
"{kratko}, {veliko}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {SREDNJA ŠOLA}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {VRTEC}",9,0.75
"{OSNOVNA ŠOLA}, {veliko}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",12,1.0
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",11,0.9166666666666666
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {veliko}",10,0.8333333333333334
"{malo}, {srednje}, {veliko}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}, {veliko}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}, {srednje}",9,0.75
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učitelju}",10,0.8333333333333334
"{Okužba s Covid-19 pri učitelju}, {VRTEC}, {srednje}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učitelju}, {veliko}",9,0.75
"{OSNOVNA ŠOLA}, {srednje}, {veliko}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}, {veliko}",9,0.75
"{OSNOVNA ŠOLA}, {VRTEC}, {srednje}",9,0.75
"{OSNOVNA ŠOLA}, {kratko}, {srednje}",9,0.75
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}, {srednje}",9,0.75
"{kratko}, {srednje}, {veliko}",10,0.8333333333333334
"{Okužba s Covid-19 pri učitelju}, {srednje}, {veliko}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {VRTEC}",9,0.75
"{OSNOVNA ŠOLA}, {kratko}, {veliko}",9,0.75
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}",10,0.8333333333333334
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}, {veliko}",9,0.75
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {kratko}",9,0.75
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {srednje}, {veliko}",10,0.8333333333333334
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}, {srednje}, {veliko}",9,0.75
