Sequence,Support,Relative Frequency
{kratko},10,1.0
{malo},10,1.0
{VRTEC},10,1.0
{veliko},9,0.9
{Okužba s Covid-19 pri vzgojitelju},9,0.9
{srednje},10,1.0
{Okužba s Covid-19 pri učencu ali več učencih oddelka},8,0.8
{Okužba pri delavcu},9,0.9
{Okužba s Covid-19 pri učitelju},10,1.0
{OSNOVNA ŠOLA},10,1.0
"{Okužba s Covid-19 pri učitelju}, {VRTEC}",9,0.9
"{malo}, {srednje}",9,0.9
"{Okužba s Covid-19 pri učitelju}, {srednje}",10,1.0
"{srednje}, {veliko}",9,0.9
"{Okužba s Covid-19 pri vzgojitelju}, {VRTEC}",8,0.8
"{Okužba s Covid-19 pri učitelju}, {kratko}",10,1.0
"{Okužba s Covid-19 pri vzgojitelju}, {srednje}",9,0.9
"{Okužba pri delavcu}, {srednje}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {malo}",8,0.8
"{Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učitelju}",8,0.8
"{malo}, {veliko}",8,0.8
"{Okužba s Covid-19 pri učitelju}, {veliko}",9,0.9
"{Okužba s Covid-19 pri učitelju}, {malo}",9,0.9
"{VRTEC}, {srednje}",10,1.0
"{Okužba pri delavcu}, {Okužba s Covid-19 pri učitelju}",8,0.8
"{OSNOVNA ŠOLA}, {VRTEC}",10,1.0
"{kratko}, {srednje}",10,1.0
"{Okužba pri delavcu}, {malo}",8,0.8
"{OSNOVNA ŠOLA}, {srednje}",10,1.0
"{VRTEC}, {kratko}",9,0.9
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri vzgojitelju}",8,0.8
"{VRTEC}, {veliko}",9,0.9
"{OSNOVNA ŠOLA}, {kratko}",10,1.0
"{kratko}, {veliko}",9,0.9
"{OSNOVNA ŠOLA}, {veliko}",9,0.9
"{VRTEC}, {malo}",9,0.9
"{kratko}, {malo}",10,1.0
"{OSNOVNA ŠOLA}, {Okužba pri delavcu}",8,0.8
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}",8,0.8
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}",10,1.0
"{OSNOVNA ŠOLA}, {malo}",10,1.0
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}, {VRTEC}",8,0.8
"{kratko}, {malo}, {veliko}",8,0.8
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri vzgojitelju}, {srednje}",8,0.8
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}, {srednje}",10,1.0
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {Okužba s Covid-19 pri učitelju}",8,0.8
"{Okužba s Covid-19 pri učitelju}, {VRTEC}, {srednje}",9,0.9
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učencu ali več učencih oddelka}, {malo}",8,0.8
"{VRTEC}, {kratko}, {malo}",8,0.8
"{OSNOVNA ŠOLA}, {srednje}, {veliko}",9,0.9
"{Okužba s Covid-19 pri učitelju}, {kratko}, {srednje}",10,1.0
"{OSNOVNA ŠOLA}, {malo}, {srednje}",9,0.9
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}, {kratko}",9,0.9
"{VRTEC}, {malo}, {srednje}",8,0.8
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}, {veliko}",9,0.9
"{OSNOVNA ŠOLA}, {VRTEC}, {srednje}",10,1.0
"{Okužba s Covid-19 pri učitelju}, {VRTEC}, {veliko}",8,0.8
"{VRTEC}, {srednje}, {veliko}",9,0.9
"{OSNOVNA ŠOLA}, {kratko}, {srednje}",10,1.0
"{Okužba s Covid-19 pri učitelju}, {kratko}, {veliko}",8,0.8
"{OSNOVNA ŠOLA}, {malo}, {veliko}",8,0.8
"{OSNOVNA ŠOLA}, {VRTEC}, {kratko}",8,0.8
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}, {malo}",8,0.8
"{Okužba s Covid-19 pri učitelju}, {VRTEC}, {malo}",8,0.8
"{Okužba s Covid-19 pri učitelju}, {kratko}, {malo}",8,0.8
"{OSNOVNA ŠOLA}, {VRTEC}, {veliko}",8,0.8
"{kratko}, {srednje}, {veliko}",9,0.9
"{Okužba s Covid-19 pri učitelju}, {srednje}, {veliko}",9,0.9
"{OSNOVNA ŠOLA}, {kratko}, {veliko}",9,0.9
"{OSNOVNA ŠOLA}, {VRTEC}, {malo}",8,0.8
"{OSNOVNA ŠOLA}, {kratko}, {malo}",9,0.9
"{VRTEC}, {kratko}, {srednje}",9,0.9
"{kratko}, {malo}, {srednje}",9,0.9
"{Okužba s Covid-19 pri učitelju}, {VRTEC}, {srednje}, {veliko}",8,0.8
"{OSNOVNA ŠOLA}, {kratko}, {malo}, {srednje}",8,0.8
"{OSNOVNA ŠOLA}, {kratko}, {malo}, {veliko}",8,0.8
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}, {srednje}, {veliko}",8,0.8
"{OSNOVNA ŠOLA}, {kratko}, {srednje}, {veliko}",9,0.9
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}, {VRTEC}, {srednje}",8,0.8
"{OSNOVNA ŠOLA}, {VRTEC}, {srednje}, {veliko}",8,0.8
"{OSNOVNA ŠOLA}, {Okužba s Covid-19 pri učitelju}, {kratko}, {srednje}",8,0.8
