Sequence,Support,Relative Frequency
{srednje},11,1.0
{Sum na okužbo},10,0.9090909090909091
{Okužba s Covid-19},10,0.9090909090909091
{OSNOVNA ŠOLA},11,1.0
"{srednje}, {OSNOVNA ŠOLA}",9,0.8181818181818182
"{Sum na okužbo, srednje}",10,0.9090909090909091
"{OSNOVNA ŠOLA, Okužba s Covid-19}",9,0.8181818181818182
"{OSNOVNA ŠOLA, Sum na okužbo}",9,0.8181818181818182
"{OSNOVNA ŠOLA, srednje}",11,1.0
"{Okužba s Covid-19, srednje}",10,0.9090909090909091
"{srednje}, {Okužba s Covid-19}",9,0.8181818181818182
"{srednje}, {Sum na okužbo}",9,0.8181818181818182
"{srednje}, {srednje}",10,0.9090909090909091
"{OSNOVNA ŠOLA, Okužba s Covid-19, srednje}",9,0.8181818181818182
"{srednje}, {Sum na okužbo, srednje}",9,0.8181818181818182
"{OSNOVNA ŠOLA, Sum na okužbo, srednje}",9,0.8181818181818182
"{srednje}, {OSNOVNA ŠOLA, srednje}",9,0.8181818181818182
"{srednje}, {Okužba s Covid-19, srednje}",9,0.8181818181818182
